ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	32	0.900781944557544	1.57659045561041	0.00010395513232296	0.285460793358849	0.285460793358849	887	tags=19%, list=4%, signal=18%	672/190/10613/33/5562/11160
GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT	GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT	17	0.94395165781994	1.50411076481804	7.8311518686466e-05	0.285460793358849	0.285460793358849	292	tags=18%, list=1%, signal=17%	4085/7919/9587
GOBP_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION	GOBP_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION	15	0.942108326326029	1.46406347146554	0.000299481408471779	0.450348155462375	0.450348155462375	183	tags=13%, list=1%, signal=13%	9873/1136
GOBP_DEFINITIVE_HEMOPOIESIS	GOBP_DEFINITIVE_HEMOPOIESIS	15	0.941039574756932	1.46240260074753	0.000328003026556719	0.450348155462375	0.450348155462375	784	tags=20%, list=4%, signal=19%	7049/4066/4211
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	73	0.797917909624256	1.56853195767876	0.00175953908094592	0.857139301513717	0.857139301513717	856	tags=10%, list=4%, signal=9%	4085/1111/1908/9587/3479/4288/8621
GOBP_PLASMA_MEMBRANE_ORGANIZATION	GOBP_PLASMA_MEMBRANE_ORGANIZATION	56	0.81072462530201	1.55550378100326	0.00740969999852472	0.857139301513717	0.857139301513717	1135	tags=11%, list=6%, signal=10%	2934/287/6609/5359/8560/225
GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	73	0.789749150542657	1.55247396534706	0.00242454986756664	0.857139301513717	0.857139301513717	826	tags=11%, list=4%, signal=11%	2743/1363/5367/10800/10887/116/181/6752
GOBP_BLOOD_VESSEL_REMODELING	GOBP_BLOOD_VESSEL_REMODELING	34	-0.840955681864401	-1.54262347080664	0.00641167063849171	0.857139301513717	0.857139301513717	1178	tags=15%, list=6%, signal=14%	2253/3976/94/1636/2131
GOBP_STEM_CELL_PROLIFERATION	GOBP_STEM_CELL_PROLIFERATION	44	-0.808284726440568	-1.53587541614373	0.0074940677761163	0.857139301513717	0.857139301513717	1251	tags=18%, list=6%, signal=17%	2192/4254/5610/7424/2697/1636/8091/2120
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT	GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT	32	-0.847588361220307	-1.52932216135763	0.00754252727535716	0.857139301513717	0.857139301513717	1929	tags=22%, list=10%, signal=20%	515/5354/998/838/801/8655/3309
GOBP_SINGLE_FERTILIZATION	GOBP_SINGLE_FERTILIZATION	81	0.765349643039741	1.52593458991058	0.00687363823984231	0.857139301513717	0.857139301513717	1501	tags=20%, list=7%, signal=18%	226/167/2743/1047/2352/5104/11055/7784/8546/10694/8748/3235/49/6677/3074/10497
GOBP_MIDBRAIN_DEVELOPMENT	GOBP_MIDBRAIN_DEVELOPMENT	67	-0.744661205509815	-1.52010609602281	0.00421257229172817	0.857139301513717	0.857139301513717	1353	tags=15%, list=7%, signal=14%	805/8321/515/5354/998/838/8323/801/8655/3309
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	50	0.814764762559904	1.51845845414006	0.00516015144637003	0.857139301513717	0.857139301513717	2381	tags=20%, list=12%, signal=18%	4085/9587/4926/4288/5359/990/3192/472/9232/699
GOBP_FERTILIZATION	GOBP_FERTILIZATION	92	0.753118060440768	1.51717158333912	0.00224069648621633	0.857139301513717	0.857139301513717	1501	tags=17%, list=7%, signal=16%	226/167/2743/1047/2352/5104/11055/7784/8546/10694/8748/3235/49/6677/3074/10497
GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	73	0.771611111808417	1.51681855134882	0.00448320608108027	0.857139301513717	0.857139301513717	1540	tags=11%, list=8%, signal=10%	941/1947/7784/3113/3146/3479/177/3952
